state,district,latitude,longitude,N,P,K,ph,temperature,humidity,rainfall,data_source,crop
Himachal Pradesh,Shimla,31.1706,77.1726,95.68,26.47,33.07,5.11,15.79,74.2,1699.55,FAO_Consolidated,tea
Maharashtra,Nashik,19.8585,73.9791,28.91,33.4,19.86,6.64,31.59,49.31,573.27,Kaggle_Curated,mothbeans
Tamil Nadu,Thanjavur,10.8559,79.0179,23.18,157.72,205.49,6.24,17.94,95.14,1282.92,FAO_Consolidated,apple
Assam,Jorhat,26.7389,94.1877,145.94,25.86,21.3,5.22,19.69,78.78,2057.89,FAO_Consolidated,tea
Karnataka,Shimoga,14.0961,75.5203,111.12,25.83,44.65,5.28,20.77,80.91,2083.1,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.0861,77.1322,64.28,48.66,28.71,6.71,23.94,81.7,1776.69,ICAR_State_Portal,jute
Karnataka,Dharwad,15.3677,75.2294,97.82,51.18,52.9,6.5,23.38,77.54,1452.91,SoilGrids_Augmented,jute
Maharashtra,Nashik,19.8498,73.7257,24.42,23.33,45.39,7.25,20.32,84.9,886.49,SoilGrids_Augmented,pomegranate
Himachal Pradesh,Shimla,31.04,77.1778,17.44,144.17,207.56,6.09,16.0,86.04,772.8,FAO_Consolidated,grapes
Himachal Pradesh,Shimla,31.1672,77.2678,90.35,36.64,35.12,5.1,21.05,77.4,1456.38,FAO_Consolidated,rice
Karnataka,Dharwad,15.4477,75.1287,19.8,22.73,45.55,7.4,18.92,86.0,836.06,ICAR_State_Portal,pomegranate
Karnataka,Dharwad,15.418,75.1074,24.35,32.26,26.18,6.43,30.3,43.14,576.14,FAO_Consolidated,mothbeans
Karnataka,Shimoga,14.1953,75.5623,20.87,60.3,20.47,7.14,28.57,77.62,966.43,SoilGrids_Augmented,mungbean
Tamil Nadu,Thanjavur,10.8609,79.0333,97.46,29.98,33.94,4.83,26.71,90.75,1493.47,FAO_Consolidated,tea
Assam,Jorhat,26.7985,94.1253,53.88,30.38,26.48,6.6,28.48,84.23,2108.91,SoilGrids_Augmented,rice
Karnataka,Dakshina Kannada,12.8273,74.8516,129.03,26.74,28.28,5.33,18.3,84.99,2646.77,SoilGrids_Augmented,tea
Tamil Nadu,Thanjavur,10.8096,79.1746,86.75,54.21,43.4,6.48,27.17,83.55,1439.0,ICAR_State_Portal,jute
Maharashtra,Nashik,19.8058,73.8949,116.97,23.87,34.22,4.99,21.83,79.68,1500.04,FAO_Consolidated,tea
Maharashtra,Nashik,19.8334,73.8207,45.0,66.04,94.33,7.14,19.89,22.97,448.32,ICAR_State_Portal,chickpea
Karnataka,Dharwad,15.3467,75.0257,63.99,38.59,36.47,6.32,24.77,75.82,955.35,ICAR_State_Portal,rice
Himachal Pradesh,Shimla,31.0044,77.1808,96.65,54.84,26.52,6.54,24.15,81.26,986.39,ICAR_State_Portal,rice
Tamil Nadu,Thanjavur,10.788,79.0095,84.57,40.69,54.09,5.79,20.76,84.08,1148.81,Kaggle_Curated,jute
Assam,Jorhat,26.8033,94.2295,17.36,53.34,19.58,6.87,26.6,80.38,1103.18,FAO_Consolidated,mungbean
Tamil Nadu,Thanjavur,10.8527,79.1132,23.36,47.67,16.97,7.09,29.71,59.77,691.42,SoilGrids_Augmented,mothbeans
Karnataka,Dakshina Kannada,12.9207,74.9493,128.44,22.1,23.81,5.12,19.2,83.8,2793.46,SoilGrids_Augmented,tea
Assam,Jorhat,26.8796,94.2841,73.97,18.76,47.93,6.92,22.63,91.72,1454.17,FAO_Consolidated,jute
Maharashtra,Nashik,19.8025,73.8784,109.39,22.62,47.51,4.88,25.14,77.53,1485.06,SoilGrids_Augmented,tea
Karnataka,Shimoga,14.08,75.5858,103.79,29.84,28.51,4.61,23.74,78.12,2449.75,FAO_Consolidated,tea
Assam,Jorhat,26.6366,94.2545,53.95,70.0,87.43,6.77,16.96,25.3,1034.07,ICAR_State_Portal,chickpea
Karnataka,Shimoga,14.1272,75.7981,99.07,17.03,29.71,5.16,19.19,84.2,2213.6,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.8881,79.0512,101.82,26.68,36.18,4.88,19.77,73.8,2206.87,SoilGrids_Augmented,tea
Punjab,Ludhiana,30.8386,75.7285,24.67,128.44,205.47,6.19,22.15,84.36,894.42,ICAR_State_Portal,grapes
Karnataka,Shimoga,14.0343,75.7893,70.82,27.68,32.1,6.54,29.29,89.06,1128.85,FAO_Consolidated,watermelon
Assam,Jorhat,26.6705,94.2,95.11,34.0,37.63,6.73,22.12,81.77,2018.09,FAO_Consolidated,jute
Maharashtra,Nashik,19.882,73.8158,100.29,23.67,40.24,4.93,24.12,84.58,2027.87,FAO_Consolidated,tea
Karnataka,Dharwad,15.4951,75.1592,54.73,77.37,45.01,6.99,27.23,94.78,1619.67,ICAR_State_Portal,rice
Karnataka,Shimoga,14.123,75.5791,126.3,31.76,24.62,5.02,25.3,79.06,2111.88,SoilGrids_Augmented,tea
Assam,Jorhat,26.8908,94.209,102.33,35.42,48.19,6.16,27.04,75.29,2024.54,ICAR_State_Portal,jute
Assam,Jorhat,26.6433,94.2185,26.52,22.58,29.59,5.96,23.48,81.55,1402.92,ICAR_State_Portal,pomegranate
Karnataka,Dakshina Kannada,12.9083,75.2623,86.57,42.53,44.46,6.16,23.25,76.21,2146.57,ICAR_State_Portal,jute
Assam,Jorhat,26.8041,94.2801,88.78,54.59,45.96,5.93,23.52,86.09,2302.96,SoilGrids_Augmented,rice
Himachal Pradesh,Shimla,31.0179,77.1512,20.06,44.09,24.81,7.09,25.3,57.07,736.51,ICAR_State_Portal,mothbeans
Karnataka,Dakshina Kannada,12.9492,75.2774,88.4,43.52,27.4,7.11,24.67,87.26,2579.85,FAO_Consolidated,rice
Karnataka,Dharwad,15.4574,75.0184,21.12,77.87,27.9,7.27,23.26,62.15,578.3,ICAR_State_Portal,lentil
Tamil Nadu,Thanjavur,10.7007,79.0005,88.11,57.07,37.17,6.7,23.67,81.61,1767.18,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8315,79.1572,61.99,40.06,54.57,6.95,23.94,79.46,1521.37,SoilGrids_Augmented,jute
Tamil Nadu,Thanjavur,10.8806,79.1883,23.45,45.4,9.79,6.87,27.4,83.85,628.91,FAO_Consolidated,mungbean
Maharashtra,Nashik,19.8454,73.9152,43.57,62.36,74.72,7.92,23.42,32.81,530.12,FAO_Consolidated,chickpea
Karnataka,Dakshina Kannada,12.9955,75.0496,79.09,57.25,38.62,6.31,31.53,80.32,2068.98,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9273,75.0119,22.25,147.9,206.17,6.55,13.46,88.45,1993.36,ICAR_State_Portal,apple
Assam,Jorhat,26.6062,94.1156,70.34,47.62,55.59,5.07,28.17,89.8,2220.37,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.8595,79.1256,49.05,79.25,82.66,6.89,18.79,29.26,535.04,SoilGrids_Augmented,chickpea
Assam,Jorhat,26.6682,94.1401,97.83,28.41,39.74,4.9,20.54,78.67,2349.47,FAO_Consolidated,tea
Karnataka,Shimoga,14.1819,75.4125,24.63,57.31,78.52,7.88,18.14,28.64,1001.52,FAO_Consolidated,chickpea
Karnataka,Shimoga,13.9636,75.4846,29.45,69.36,86.61,5.48,23.95,33.52,771.94,Kaggle_Curated,chickpea
Karnataka,Shimoga,14.0864,75.7313,15.0,7.61,34.55,7.25,18.36,86.31,1630.8,FAO_Consolidated,pomegranate
Assam,Jorhat,26.8251,94.2303,116.36,23.22,29.67,5.47,17.56,75.08,2343.87,FAO_Consolidated,tea
Maharashtra,Nashik,19.9233,73.9182,98.11,24.46,32.61,4.56,19.75,78.05,1423.72,FAO_Consolidated,tea
Karnataka,Dharwad,15.3649,75.1121,23.26,47.72,12.21,6.29,26.96,43.58,455.98,FAO_Consolidated,mothbeans
Karnataka,Shimoga,14.1747,75.7198,75.88,41.63,63.06,6.52,23.5,84.3,1854.35,Kaggle_Curated,jute
Tamil Nadu,Thanjavur,10.8431,79.1867,23.1,128.9,209.21,6.27,15.12,89.2,1264.17,FAO_Consolidated,apple
Assam,Jorhat,26.7247,94.1345,81.8,20.18,19.81,4.56,22.31,84.23,2141.7,ICAR_State_Portal,tea
Punjab,Ludhiana,30.9539,75.8087,75.02,28.0,38.29,6.71,26.03,75.74,1492.61,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8885,79.1713,100.99,50.63,44.91,7.49,27.08,82.73,1683.42,FAO_Consolidated,jute
Karnataka,Dharwad,15.5726,75.1001,97.24,10.07,27.49,4.79,22.41,74.16,1744.34,FAO_Consolidated,tea
Punjab,Ludhiana,30.8959,75.7244,75.74,52.25,39.21,6.6,23.08,87.9,1373.8,ICAR_State_Portal,rice
Karnataka,Shimoga,14.1955,75.4339,68.73,36.45,29.93,7.23,31.32,79.21,1822.96,FAO_Consolidated,jute
Karnataka,Shimoga,13.9386,75.4365,86.63,38.86,49.47,6.31,26.12,84.56,1262.56,ICAR_State_Portal,jute
Tamil Nadu,Thanjavur,10.8584,79.0422,88.78,52.0,51.43,7.36,24.3,77.57,1223.61,SoilGrids_Augmented,jute
Maharashtra,Nashik,19.9305,73.7596,63.42,36.63,50.39,6.91,24.9,75.08,1272.67,Kaggle_Curated,jute
Maharashtra,Nashik,19.9007,73.9448,12.98,19.29,24.27,6.98,16.22,79.5,1024.88,FAO_Consolidated,pomegranate
Tamil Nadu,Thanjavur,10.7116,79.071,28.61,56.44,20.41,6.63,34.5,81.62,769.7,FAO_Consolidated,mungbean
Himachal Pradesh,Shimla,31.0792,77.2546,94.16,53.48,31.21,5.81,25.58,82.56,1133.05,FAO_Consolidated,rice
Maharashtra,Nashik,19.8671,73.9708,116.09,24.46,36.41,5.4,16.94,81.75,2194.77,Kaggle_Curated,tea
Punjab,Ludhiana,30.9843,75.8183,33.7,64.63,77.99,5.6,21.46,34.05,684.8,FAO_Consolidated,chickpea
Himachal Pradesh,Shimla,31.163,77.2126,29.38,25.72,39.15,6.23,16.88,91.73,1025.07,SoilGrids_Augmented,pomegranate
Himachal Pradesh,Shimla,31.1225,77.1484,24.33,62.77,23.97,6.59,17.01,81.71,852.28,Kaggle_Curated,mungbean
Assam,Jorhat,26.7154,94.2949,66.02,43.61,35.42,6.94,24.22,83.04,2107.92,FAO_Consolidated,jute
Maharashtra,Nashik,19.987,73.9198,128.19,18.06,40.1,4.61,21.61,74.91,1891.19,ICAR_State_Portal,tea
Karnataka,Dharwad,15.3871,75.2173,50.56,86.05,20.51,7.37,23.84,70.37,588.33,FAO_Consolidated,blackgram
Assam,Jorhat,26.6271,94.2796,53.15,46.53,36.15,5.46,26.71,75.05,1991.72,Kaggle_Curated,rice
Punjab,Ludhiana,30.8686,75.7529,106.5,24.42,35.26,4.51,17.05,79.32,1890.95,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.0395,77.1995,75.31,32.42,13.43,5.8,19.17,81.26,1741.62,Kaggle_Curated,jute
Punjab,Ludhiana,30.908,75.8088,24.6,16.44,36.57,6.51,25.02,97.43,1261.92,ICAR_State_Portal,coconut
Maharashtra,Nashik,19.8116,73.9261,91.4,69.14,39.62,7.22,23.43,92.91,1582.64,Kaggle_Curated,jute
Karnataka,Dharwad,15.4901,75.1285,107.13,21.17,37.98,5.01,18.32,77.82,1832.64,FAO_Consolidated,tea
Maharashtra,Nashik,19.8972,73.8379,10.21,45.46,18.96,6.33,22.55,55.97,535.93,ICAR_State_Portal,mothbeans
Karnataka,Dharwad,15.5224,75.2288,98.22,28.83,32.78,5.27,18.24,80.69,2399.86,FAO_Consolidated,tea
Assam,Jorhat,26.8678,94.2252,37.95,56.2,21.08,6.64,27.54,68.27,1177.36,FAO_Consolidated,groundnut
Himachal Pradesh,Shimla,31.1969,77.195,82.31,50.87,32.96,6.87,22.3,83.05,1489.64,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8255,79.1651,13.16,22.37,5.0,6.75,26.78,89.58,967.43,SoilGrids_Augmented,orange
Himachal Pradesh,Shimla,31.0878,77.2014,101.93,46.89,50.07,7.48,20.35,83.02,1231.51,ICAR_State_Portal,jute
Assam,Jorhat,26.7771,94.2336,114.3,28.07,38.07,5.43,22.55,83.64,2113.78,FAO_Consolidated,tea
Karnataka,Shimoga,13.9979,75.4058,100.48,56.8,52.71,7.43,26.9,74.09,1698.42,ICAR_State_Portal,jute
Karnataka,Dharwad,15.5158,75.1513,97.47,42.66,40.58,6.04,28.93,81.58,1758.94,ICAR_State_Portal,rice
Karnataka,Dharwad,15.3807,75.0306,77.65,55.48,45.43,6.37,23.2,81.37,894.76,SoilGrids_Augmented,jute
Maharashtra,Nashik,20.0326,73.7509,94.22,23.39,40.16,4.61,24.97,72.39,1469.2,FAO_Consolidated,tea
Karnataka,Shimoga,13.9757,75.5506,110.7,28.83,24.43,5.46,21.59,77.31,1852.07,SoilGrids_Augmented,tea
Tamil Nadu,Thanjavur,10.8428,79.0993,25.13,45.49,17.25,6.7,31.66,43.14,629.51,FAO_Consolidated,mothbeans
Karnataka,Shimoga,13.9104,75.7431,59.94,37.49,48.46,6.77,24.34,67.77,1652.47,SoilGrids_Augmented,jute
Karnataka,Dharwad,15.5954,75.1235,72.08,38.25,40.35,5.91,23.93,83.36,1338.22,Kaggle_Curated,rice
Karnataka,Dharwad,15.4738,75.0901,79.0,38.57,37.25,5.05,21.01,76.48,1138.21,FAO_Consolidated,tea
Karnataka,Shimoga,13.997,75.774,70.41,27.76,40.33,7.41,27.68,78.68,1860.85,ICAR_State_Portal,jute
Assam,Jorhat,26.7676,94.1215,81.58,31.07,46.27,5.16,20.72,81.53,1794.22,ICAR_State_Portal,tea
Assam,Jorhat,26.6602,94.24,82.44,12.47,36.63,5.5,16.61,71.17,2168.45,FAO_Consolidated,tea
Karnataka,Shimoga,14.0796,75.5355,117.92,84.57,49.75,6.64,24.87,58.04,1651.85,ICAR_State_Portal,sugarcane
Karnataka,Shimoga,14.1313,75.41,112.45,20.69,45.61,5.56,21.98,79.03,2463.28,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.1926,77.1858,55.63,45.18,40.8,7.52,23.05,83.59,1752.02,Kaggle_Curated,jute
Tamil Nadu,Thanjavur,10.8299,79.1875,82.46,48.59,36.2,7.54,28.42,78.13,1550.66,Kaggle_Curated,jute
Karnataka,Dharwad,15.5375,75.0902,21.65,49.74,25.2,6.97,28.48,51.45,497.52,Kaggle_Curated,mothbeans
Karnataka,Dakshina Kannada,12.9175,75.2762,62.01,45.09,46.1,6.89,26.78,82.98,2127.86,ICAR_State_Portal,jute
Tamil Nadu,Thanjavur,10.7881,79.1758,62.1,38.26,87.16,6.4,26.9,30.73,731.72,FAO_Consolidated,chickpea
Himachal Pradesh,Shimla,31.1329,77.2439,88.04,50.04,51.19,6.61,22.14,85.69,1683.82,FAO_Consolidated,rice
Karnataka,Shimoga,14.1403,75.7453,90.33,30.66,27.39,5.04,20.94,84.97,2348.65,SoilGrids_Augmented,tea
Assam,Jorhat,26.6265,94.226,17.04,27.0,41.36,6.38,27.31,65.95,1453.6,FAO_Consolidated,groundnut
Maharashtra,Nashik,19.9015,73.8771,123.04,24.8,37.3,4.64,19.86,76.87,2135.95,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.9479,74.9443,104.26,38.78,44.86,7.58,26.8,82.96,2367.04,SoilGrids_Augmented,jute
Karnataka,Dakshina Kannada,12.9215,75.1185,70.71,43.26,44.57,7.45,26.99,71.08,1942.7,FAO_Consolidated,jute
Maharashtra,Nashik,19.8313,73.8911,98.18,23.53,35.56,4.72,25.6,76.74,1675.5,FAO_Consolidated,tea
Assam,Jorhat,26.6046,94.2557,29.44,28.16,36.91,6.04,19.58,84.2,1505.52,ICAR_State_Portal,pomegranate
Karnataka,Dharwad,15.3296,75.1504,83.5,36.87,40.01,6.57,23.95,80.76,1296.84,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.7735,79.1422,113.9,48.96,43.4,6.43,27.14,81.17,1104.65,FAO_Consolidated,jute
Punjab,Ludhiana,30.9636,75.9793,97.47,38.7,59.82,6.8,28.99,68.18,1250.78,ICAR_State_Portal,jute
Maharashtra,Nashik,19.8638,73.7054,19.8,46.94,20.53,6.64,28.54,45.54,678.13,SoilGrids_Augmented,mothbeans
Punjab,Ludhiana,30.856,75.7164,64.18,42.57,47.21,5.65,25.89,80.28,1105.07,Kaggle_Curated,jute
Karnataka,Dakshina Kannada,12.9945,74.8252,18.62,36.69,15.51,6.76,24.82,89.5,1447.14,ICAR_State_Portal,mungbean
Punjab,Ludhiana,30.8329,75.8281,18.03,51.0,14.44,7.15,22.97,84.15,527.58,FAO_Consolidated,mungbean
Assam,Jorhat,26.8997,94.2737,97.15,28.67,40.1,5.23,21.45,79.16,2122.23,FAO_Consolidated,tea
Karnataka,Dharwad,15.4306,75.0069,129.87,24.82,46.57,5.17,17.47,82.13,2084.13,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,12.9786,75.1884,8.32,50.61,28.48,6.53,32.9,84.93,1346.19,FAO_Consolidated,mungbean
Karnataka,Dakshina Kannada,12.9657,75.1632,93.77,28.7,41.24,5.2,22.28,79.78,2255.88,ICAR_State_Portal,tea
Assam,Jorhat,26.7568,94.2789,76.9,50.91,41.54,4.91,27.69,75.66,2321.75,Kaggle_Curated,rice
Karnataka,Dakshina Kannada,13.0793,74.9156,101.8,46.69,52.63,6.83,24.96,69.67,1918.99,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.8492,74.9587,76.31,43.53,36.23,7.07,28.91,87.84,2576.75,FAO_Consolidated,rice
Maharashtra,Nashik,19.9585,73.9041,20.22,20.85,34.34,6.08,26.18,88.98,930.71,FAO_Consolidated,pomegranate
Assam,Jorhat,26.6982,94.1952,27.93,48.04,19.55,6.87,22.67,88.48,1214.95,ICAR_State_Portal,mungbean
Himachal Pradesh,Shimla,31.0843,77.2135,85.49,47.52,51.99,6.76,25.88,85.08,1487.56,ICAR_State_Portal,jute
Tamil Nadu,Thanjavur,10.8401,79.0546,27.03,65.6,23.7,5.67,22.83,23.62,1035.61,ICAR_State_Portal,kidneybeans
Assam,Jorhat,26.8588,94.123,60.06,55.95,51.48,6.18,24.92,84.66,2959.76,ICAR_State_Portal,rice
Karnataka,Dakshina Kannada,13.043,75.1349,24.04,45.36,22.97,6.67,24.59,84.18,1426.31,FAO_Consolidated,mungbean
Karnataka,Dakshina Kannada,12.9473,74.8308,82.55,59.79,44.52,6.77,28.66,76.73,1949.57,FAO_Consolidated,jute
Karnataka,Shimoga,13.8489,75.4947,63.8,30.68,32.69,7.05,29.4,79.29,1836.63,ICAR_State_Portal,jute
Karnataka,Shimoga,14.0146,75.4318,63.33,57.89,42.86,6.46,17.14,35.57,1161.13,FAO_Consolidated,wheat
Punjab,Ludhiana,30.9173,75.9572,110.34,21.44,35.85,4.72,18.79,85.82,1722.0,SoilGrids_Augmented,tea
Karnataka,Dakshina Kannada,12.8505,75.1986,63.08,38.3,22.86,6.92,30.3,87.77,2031.98,SoilGrids_Augmented,jute
Karnataka,Dakshina Kannada,13.0286,75.2397,109.34,28.96,36.68,4.37,23.18,74.53,2602.67,SoilGrids_Augmented,tea
Karnataka,Dharwad,15.4192,75.2856,14.88,23.49,37.3,6.87,22.78,85.64,927.75,FAO_Consolidated,pomegranate
Himachal Pradesh,Shimla,31.073,77.2885,110.26,25.35,46.62,5.21,20.6,71.22,1810.34,FAO_Consolidated,tea
Punjab,Ludhiana,30.8914,75.8642,71.35,59.21,34.87,5.05,26.31,88.34,1719.5,SoilGrids_Augmented,rice
Himachal Pradesh,Shimla,31.1109,77.1555,97.93,24.0,39.96,4.72,14.94,79.12,1745.98,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.8946,75.0898,108.07,23.34,54.59,5.63,28.13,71.79,2559.95,ICAR_State_Portal,tea
Maharashtra,Nashik,19.9329,73.9981,21.57,13.39,8.79,7.73,22.55,85.24,1053.32,FAO_Consolidated,orange
Karnataka,Shimoga,14.0293,75.4174,53.7,51.98,44.86,6.76,27.16,80.56,1637.0,ICAR_State_Portal,jute
Karnataka,Dakshina Kannada,12.8937,75.2337,101.8,23.34,47.16,4.81,20.85,82.69,1768.41,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.8905,74.8036,96.7,39.67,35.57,6.01,23.4,85.68,2590.11,FAO_Consolidated,jute
Punjab,Ludhiana,30.809,75.7109,90.31,54.14,30.66,6.0,23.43,91.37,2110.59,SoilGrids_Augmented,rice
Himachal Pradesh,Shimla,31.0865,77.1481,12.37,55.18,13.85,7.42,22.23,80.37,896.19,FAO_Consolidated,mungbean
Assam,Jorhat,26.6475,94.231,93.17,57.36,31.94,6.66,23.37,90.17,2160.38,ICAR_State_Portal,rice
Tamil Nadu,Thanjavur,10.7565,79.0818,72.69,41.7,52.97,6.53,23.14,82.35,1418.89,FAO_Consolidated,jute
Assam,Jorhat,26.8061,94.2897,74.66,48.81,47.08,6.28,18.17,80.43,2181.73,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.0687,77.2866,136.4,23.61,39.8,6.64,24.22,86.66,728.86,Kaggle_Curated,watermelon
Karnataka,Dharwad,15.46,75.1978,75.22,57.24,24.64,6.86,19.01,84.25,1307.64,FAO_Consolidated,jute
Maharashtra,Nashik,19.8597,73.8341,31.65,127.34,219.65,6.45,25.35,88.58,686.04,ICAR_State_Portal,grapes
Tamil Nadu,Thanjavur,10.8602,79.0922,67.03,49.31,37.87,6.28,26.1,82.2,1445.41,FAO_Consolidated,jute
Assam,Jorhat,26.8719,94.1192,72.72,51.32,30.54,6.12,22.49,87.29,2278.81,ICAR_State_Portal,jute
Karnataka,Dharwad,15.5081,75.0885,80.97,29.41,31.93,7.04,33.52,89.37,1617.17,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.7023,79.1626,18.2,55.03,18.56,7.69,27.39,41.86,682.67,SoilGrids_Augmented,mothbeans
Karnataka,Shimoga,13.9034,75.5279,101.86,30.89,36.43,4.82,21.92,84.81,2035.22,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.0217,74.9775,9.33,46.97,19.44,6.81,34.43,91.14,1444.96,ICAR_State_Portal,mungbean
Maharashtra,Nashik,20.0531,73.7934,110.56,25.91,29.2,5.16,19.13,76.98,1450.92,Kaggle_Curated,tea
Maharashtra,Nashik,19.9025,73.8296,18.54,17.37,46.91,6.49,23.82,91.77,944.33,FAO_Consolidated,pomegranate
Karnataka,Dakshina Kannada,12.8425,74.8756,50.56,67.68,70.72,7.07,19.43,30.73,1294.57,ICAR_State_Portal,chickpea
Punjab,Ludhiana,30.8519,75.9069,17.48,22.77,35.58,6.27,23.94,88.09,773.21,Kaggle_Curated,pomegranate
Assam,Jorhat,26.8715,94.2483,72.0,49.67,19.22,7.35,25.55,76.82,1678.0,SoilGrids_Augmented,rice
Himachal Pradesh,Shimla,31.0956,77.1084,117.23,25.88,38.38,5.32,19.28,84.28,1686.45,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0384,77.1286,22.2,56.86,26.55,6.46,19.64,46.26,904.94,SoilGrids_Augmented,pigeonpeas
Assam,Jorhat,26.6401,94.1811,58.22,46.8,42.06,6.99,26.79,81.12,1730.68,FAO_Consolidated,jute
Assam,Jorhat,26.644,94.2666,117.0,28.01,32.15,5.09,17.13,78.46,1939.59,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,13.0703,75.1854,164.97,64.97,53.43,7.03,27.84,79.15,1796.89,Kaggle_Curated,sugarcane
Karnataka,Dakshina Kannada,12.9878,75.2208,52.98,38.31,28.94,7.44,28.29,75.24,2109.55,FAO_Consolidated,jute
Maharashtra,Nashik,19.9705,73.925,18.67,13.87,50.41,8.1,26.5,90.05,974.05,FAO_Consolidated,pomegranate
Tamil Nadu,Thanjavur,10.7584,79.1446,114.68,25.34,23.35,5.06,23.61,77.84,2018.68,FAO_Consolidated,tea
Punjab,Ludhiana,30.9305,75.7718,106.22,27.23,36.3,5.04,27.56,78.01,2204.76,ICAR_State_Portal,tea
Karnataka,Shimoga,13.987,75.6101,128.83,27.41,32.32,4.56,23.25,88.03,2443.84,ICAR_State_Portal,tea
Maharashtra,Nashik,19.8463,73.809,115.21,45.62,50.67,7.36,28.13,80.09,1292.95,SoilGrids_Augmented,jute
Himachal Pradesh,Shimla,31.0776,77.1915,120.64,28.69,34.8,5.17,22.06,80.63,1715.66,FAO_Consolidated,tea
Karnataka,Dharwad,15.378,75.0792,112.36,30.53,38.46,5.31,24.46,74.17,1857.53,FAO_Consolidated,tea
Assam,Jorhat,26.8671,94.2228,83.99,36.52,28.11,7.14,28.0,75.56,2207.6,FAO_Consolidated,rice
Assam,Jorhat,26.6736,94.125,125.71,27.62,37.78,4.79,19.48,75.87,2116.21,ICAR_State_Portal,tea
Karnataka,Shimoga,14.1517,75.5826,70.71,47.95,49.13,6.56,22.59,85.18,1685.69,FAO_Consolidated,jute
Maharashtra,Nashik,19.956,73.802,82.57,18.79,42.35,5.14,18.81,82.43,1766.91,ICAR_State_Portal,tea
Maharashtra,Nashik,19.8311,73.8346,81.39,38.46,50.14,6.54,26.19,82.77,1642.91,Kaggle_Curated,rice
Tamil Nadu,Thanjavur,10.8946,79.0151,35.66,42.42,53.81,7.87,24.88,38.44,901.8,FAO_Consolidated,chickpea
Maharashtra,Nashik,19.8052,73.8145,63.49,39.41,35.48,6.22,25.24,76.86,1562.63,ICAR_State_Portal,rice
Punjab,Ludhiana,30.9626,75.7661,60.17,36.29,39.09,5.91,27.49,81.91,1455.7,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.7505,79.0167,55.06,56.19,35.48,6.03,31.59,84.43,1430.11,FAO_Consolidated,jute
Assam,Jorhat,26.7679,94.2125,85.16,45.95,31.16,6.48,24.31,77.79,1983.77,ICAR_State_Portal,jute
Maharashtra,Nashik,19.9269,73.7929,60.79,43.17,35.46,7.31,22.18,87.57,1051.28,FAO_Consolidated,jute
Maharashtra,Nashik,20.0642,73.7473,80.9,32.6,35.87,6.81,22.79,95.39,1567.99,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,13.0998,74.955,24.03,162.25,199.84,5.88,15.34,90.44,1618.63,ICAR_State_Portal,apple
Tamil Nadu,Thanjavur,10.7576,79.12,100.68,48.05,25.78,6.14,26.6,77.38,1599.61,FAO_Consolidated,rice
Maharashtra,Nashik,20.0882,73.9262,74.87,54.89,47.08,6.67,18.63,73.53,1321.54,Kaggle_Curated,jute
Tamil Nadu,Thanjavur,10.8746,79.0094,62.21,44.01,38.99,7.44,26.54,84.73,1494.36,ICAR_State_Portal,jute
Karnataka,Dharwad,15.4715,75.1202,90.49,36.61,48.59,6.94,24.44,79.35,1484.45,ICAR_State_Portal,jute
Tamil Nadu,Thanjavur,10.8787,79.136,21.33,47.5,24.52,6.61,30.18,52.2,608.65,Kaggle_Curated,mothbeans
Maharashtra,Nashik,19.8067,73.7167,116.23,26.06,33.43,5.28,20.79,88.73,1679.19,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.8875,74.8273,74.94,43.61,38.26,7.58,25.88,78.44,2473.56,FAO_Consolidated,jute
Karnataka,Shimoga,14.0452,75.6519,71.5,43.57,31.19,6.77,19.81,83.37,1547.39,FAO_Consolidated,jute
Assam,Jorhat,26.8723,94.2063,70.67,26.86,49.68,7.02,23.64,77.24,1425.87,ICAR_State_Portal,jute
Karnataka,Dharwad,15.5656,75.1542,119.3,22.58,19.3,4.52,27.74,80.79,1368.29,ICAR_State_Portal,tea
Tamil Nadu,Thanjavur,10.7523,79.1284,134.13,24.44,23.18,4.8,24.01,74.6,1262.27,SoilGrids_Augmented,tea
